origem_latitude,origem_longitude,dest_realizado_latitude,dest_realizado_longitude
-23.922774,-46.318757,-23.924708,-46.381495
-23.946385,-46.341117,-23.425529,-46.487609
-19.871581,-43.966255,-23.008442,-47.144659
-23.840389,-46.556906,-23.922774,-46.318757
-26.904543,-48.656028,-25.505405,-48.517371
-23.925552,-46.376209,-23.962603,-46.297071
-23.008442,-47.144659,-1.387621,-48.479569
-22.812647,-43.273870,-23.922774,-46.318757
-25.563829,-49.169391,-26.904543,-48.656028
-22.822795,-43.280301,-22.930628,-43.838309
-23.962603,-46.297071,-23.922774,-46.318757
-22.895512,-43.183987,-23.926389,-46.341944
-20.328141,-40.329577,-20.258764,-40.290486
-20.328086,-40.309449,-20.258764,-40.290486
-23.922774,-46.318757,-23.927778,-46.371111
-8.365199,-35.043825,-23.425529,-46.487609
-22.822795,-43.280301,-23.922908,-46.353124
-3.151545,-59.997958,-3.155787,-59.990834
-23.947927,-46.315956,-23.008442,-47.144659
-23.925552,-46.376209,-23.425529,-46.487609
-22.895512,-43.183987,-23.957539,-46.275117
-20.227518,-40.368443,-20.258764,-40.290486
-23.972369,-46.266599,-23.972369,-46.266599
-48.154906,-21.824126,-23.008442,-47.144659
-23.972369,-46.266599,-23.922908,-46.353124
-29.771028,-52.420889,-23.425529,-46.487609
-8.392991,-34.971536,-23.957539,-46.275117
-23.925556,-46.345556,-23.927778,-46.371111
-23.223612,-45.861625,-23.922908,-46.353124
-23.967882,-46.328887,-22.930628,-43.838309
-20.258764,-40.290486,-22.828385,-43.246138
-23.928333,-46.369167,-23.928333,-46.369167
-23.926551,-46.339192,-23.927222,-46.334722
-26.911512,-48.687165,-23.922908,-46.353124
-23.925552,-46.376209,-23.008442,-47.144659
-19.706966,-47.979073,-23.922908,-46.353124
-19.706966,-47.979073,-23.922774,-46.318757
-23.929722,-46.372778,-23.922908,-46.353124
-22.885129,-43.218308,22.885129,43.183987
-26.129881,-48.626560,-25.532708,-49.174669
-12.970800,-38.513900,-23.922774,-46.318757
-23.425529,-46.487609,-23.681718,-46.697327
-19.706966,-47.979073,-23.962603,-46.297071
-26.911512,-48.687165,-26.242207,-48.638987
-23.946385,-46.341117,-23.008442,-47.144659
-23.922774,-46.318757,-32.030602,-52.094417
-22.812505,-43.274016,-23.927778,-46.371111
-23.925552,-46.376209,-23.922908,-46.353124
-23.948856,-46.318050,-25.505405,-48.517371
-23.613097,-46.545183,-23.927222,-46.334722
-23.962048,-46.286809,-23.008442,-47.144659
-19.706966,-47.979073,-23.008442,-47.144659
-19.706966,-47.979073,-23.425529,-46.487609
-23.922774,-46.318757,-23.922908,-46.353124
-23.840389,-46.556906,-23.840839,-46.556906
-23.840389,-46.556906,-23.840389,-46.556906
-3.130691,-59.964117,-3.130691,-59.964117
-8.392991,-34.971536,-23.926389,-46.341944
-23.840839,-46.556906,-23.922774,-46.318757
-20.328086,-40.309449,-23.926389,-46.341944
-19.375669,-43.575430,-23.928333,-46.369167
-23.925552,-46.376209,-23.922774,-46.318757
-21.758525,-48.400457,-3.029735,-60.041227
-23.967882,-46.328887,-26.924455,-46.341649
-23.967882,-46.328887,26.924455,-46.341649
-23.967882,-46.328887,-23.967882,-46.328887
-26.903933,-48.711630,-25.505405,-48.517371
-23.967882,-46.328887,-26.924455,46.341649
26.924455,-46.341649,-26.924455,-46.341649
-26.924455,46.341649,-26.924455,-46.341649
-19.706966,-47.979073,-19.706966,-47.979073
-29.222011,-51.334290,-23.425529,-46.487609
-23.757186,-46.582209,-23.425529,-46.487609
-8.392991,-34.971536,-23.927778,-46.371111
-23.616128,-46.695469,-23.425529,-46.487609
-23.949724,-46.313000,-23.008442,-47.144659
-23.949724,-46.313000,-23.425529,-46.487609
-26.924455,-46.341649,-23.967882,-46.328887
-20.322132,-40.340563,-23.425529,-46.487609
-22.812505,-43.274016,-23.962603,-46.297071
-20.233624,-40.372041,-23.922908,-46.353124
-18.850271,-48.276288,-23.425529,-46.487609
-15.805118,-47.882269,-25.511146,-54.565616
-21.758525,-48.400457,-8.128981,-34.918344
-22.925891,-42.078086,-23.927778,-46.371111
-23.957539,-46.275117,-23.008442,-47.144659
-22.812505,-43.274016,-23.922774,-46.318757
-23.967882,-46.328887,-23.963539,-46.291045
-23.967882,-46.328887,-26.963539,-46.291054
-25.641100,-49.181300,-26.242207,-48.638987
-23.922908,-46.353124,-23.008442,-47.144659
-23.433396,-46.491530,-25.511146,-54.565616
-22.876337,-43.223938,-23.962603,-46.297071
-26.924455,-46.341649,-23.934949,-46.314834
-23.928333,-46.369167,-23.931667,-46.365000
-23.052352,-45.625589,-23.957539,-46.275117
-15.652592,-56.119126,-23.008442,-47.144659
-23.851060,-46.384760,-25.505405,-48.517371
-23.851501,-46.381161,-25.505405,-48.517371
-19.947702,-44.160691,-23.931667,-46.365000
-26.853597,-48.729149,-23.008442,-47.144659
-23.423586,-47.358660,-23.931667,-46.365000
-29.132459,-51.190494,-23.922908,-46.353124
-22.441430,-44.368614,-22.553929,-55.718001
-8.392991,-34.971536,-23.931667,-46.365000
-23.962048,-46.286809,-23.963539,-46.291054
-29.715709,-51.111095,-26.904543,-48.656028
-22.873014,-43.230902,22.873014,43.230902
-22.873014,-43.230902,-22.873014,-43.230902
-22.853377,-43.733123,-22.895512,-43.183987
-23.642804,-46.325548,-23.947927,-46.315956
-23.967882,-46.328887,-23.927222,-46.334722
-26.903933,-48.711630,-23.927778,-46.371111
-26.129881,-48.626560,-23.931667,-46.365000
-26.883894,-48.708655,-26.904543,-48.656028
